type,n,k,d,success_rate,b
threshold,32768,52,5412,1.0,80
threshold,32768,52,6232,1.0,80
threshold,32768,52,6888,1.0,80
threshold,32768,52,7544,1.0,80
threshold,32768,52,7708,1.0,80
topk,32768,52,8036,1.0,80
topk,65536,52,164,0.0,80
topk,65536,52,328,0.0,80
topk,65536,52,1148,0.0,80
threshold,65536,52,2952,0.0,80
threshold,65536,52,4428,0.8875,80
threshold,65536,52,5084,1.0,80
threshold,65536,52,5248,0.9875,80
threshold,65536,52,5576,1.0,80
threshold,65536,52,5740,1.0,80
threshold,65536,52,6068,1.0,80
threshold,65536,52,6396,1.0,80
topk,65536,52,6724,1.0,80
topk,524288,16,492,0.05,80
topk,524288,16,656,0.6125,80
threshold,524288,16,820,0.0,80
topk,524288,16,1804,1.0,80
topk,524288,16,2296,1.0,80
threshold,524288,16,2788,1.0,80
topk,524288,16,3280,1.0,80
topk,524288,16,4100,1.0,80
topk,524288,16,4756,1.0,80
threshold,524288,16,5904,1.0,80
threshold,524288,16,6560,1.0,80
topk,524288,16,7052,1.0,80
threshold,131072,52,164,0.0,80
threshold,131072,52,328,0.0,80
topk,131072,52,984,0.0,80
threshold,131072,52,1148,0.0,80
topk,131072,52,1312,0.0,80
topk,131072,52,3444,0.9875,80
topk,131072,52,3608,1.0,80
topk,131072,52,3772,1.0,80
topk,131072,52,4592,1.0,80
threshold,131072,52,6724,1.0,80
topk,262144,52,1640,0.0,80
threshold,262144,52,1968,0.0,80
threshold,262144,52,2132,0.0,80
threshold,262144,52,2460,0.0,80
threshold,262144,52,3116,0.0,80
threshold,262144,52,3936,0.15,80
threshold,262144,52,4264,0.375,80
threshold,262144,52,7216,1.0,80
threshold,262144,52,7380,1.0,80
threshold,262144,52,7872,1.0,80
topk,262144,52,8036,1.0,80
topk,524288,52,820,0.0,80
topk,524288,52,2788,0.775,80
threshold,524288,52,2952,0.0,80
threshold,524288,52,4428,0.3875,80
threshold,524288,52,5084,0.825,80
threshold,524288,52,5248,0.875,80
threshold,524288,52,5576,0.9625,80
threshold,524288,52,5740,0.9875,80
topk,524288,52,5904,1.0,80
threshold,524288,52,6068,0.9875,80
threshold,524288,52,6396,1.0,80
topk,524288,52,6560,1.0,80
topk,1048576,16,820,0.9125,80
topk,1048576,16,2788,1.0,80
threshold,1048576,16,2952,1.0,80
threshold,1048576,16,4428,1.0,80
threshold,1048576,16,5084,1.0,80
threshold,1048576,16,5248,1.0,80
threshold,1048576,16,5576,1.0,80
threshold,1048576,16,5740,1.0,80
topk,1048576,16,5904,1.0,80
threshold,1048576,16,6068,1.0,80
threshold,1048576,16,6396,1.0,80
topk,1048576,16,6560,1.0,80
threshold,256,18,164,0.0,80
threshold,256,18,328,0.025,80
topk,256,18,492,0.8375,80
topk,256,18,656,0.975,80
threshold,256,18,1148,1.0,80
topk,256,18,1804,1.0,80
topk,256,18,2296,1.0,80
topk,256,18,3280,1.0,80
topk,256,18,4100,1.0,80
topk,256,18,4756,1.0,80
threshold,256,18,6724,1.0,80
topk,256,18,7052,1.0,80
topk,512,18,164,0.0,80
topk,512,18,328,0.1625,80
threshold,512,18,492,0.1125,80
threshold,512,18,656,0.4375,80
topk,512,18,1148,1.0,80
threshold,512,18,1804,1.0,80
threshold,512,18,2296,1.0,80
threshold,512,18,3280,1.0,80
threshold,512,18,4100,1.0,80
threshold,512,18,4756,1.0,80
topk,512,18,6724,1.0,80
threshold,512,18,7052,1.0,80
threshold,1024,18,984,0.875,80
topk,1024,18,984,1.0,80
threshold,1024,18,1312,0.975,80
topk,1024,18,1312,1.0,80
threshold,1024,18,3444,1.0,80
topk,1024,18,3444,1.0,80
threshold,1024,18,3608,1.0,80
topk,1024,18,3608,1.0,80
threshold,1024,18,3772,1.0,80
topk,1024,18,3772,1.0,80
threshold,1024,18,4592,1.0,80
topk,1024,18,4592,1.0,80
threshold,2048,18,984,0.8125,80
threshold,2048,18,1312,0.975,80
topk,2048,18,1476,1.0,80
topk,2048,18,2624,1.0,80
threshold,2048,18,3444,1.0,80
threshold,2048,18,3608,1.0,80
threshold,2048,18,3772,1.0,80
threshold,2048,18,4592,1.0,80
topk,2048,18,4920,1.0,80
topk,2048,18,5412,1.0,80
topk,2048,18,6232,1.0,80
topk,2048,18,6888,1.0,80
topk,2048,18,7544,1.0,80
topk,2048,18,7708,1.0,80
topk,4096,18,164,0.0,80
topk,4096,18,328,0.0,80
topk,4096,18,1148,1.0,80
threshold,4096,18,1640,1.0,80
topk,4096,18,6724,1.0,80
threshold,4096,18,8036,1.0,80
topk,8192,18,164,0.0,80
topk,8192,18,328,0.0,80
threshold,8192,18,984,0.4,80
topk,8192,18,1148,1.0,80
threshold,8192,18,1312,0.95,80
threshold,8192,18,3444,1.0,80
threshold,8192,18,3608,1.0,80
threshold,8192,18,3772,1.0,80
threshold,8192,18,4592,1.0,80
topk,8192,18,6724,1.0,80
threshold,16384,18,1476,0.9875,80
topk,16384,18,1476,1.0,80
threshold,16384,18,2624,1.0,80
topk,16384,18,2624,1.0,80
threshold,16384,18,4920,1.0,80
topk,16384,18,4920,1.0,80
threshold,16384,18,5412,1.0,80
topk,16384,18,5412,1.0,80
threshold,16384,18,6232,1.0,80
topk,16384,18,6232,1.0,80
threshold,16384,18,6888,1.0,80
topk,16384,18,6888,1.0,80
threshold,16384,18,7544,1.0,80
topk,16384,18,7544,1.0,80
threshold,16384,18,7708,1.0,80
topk,16384,18,7708,1.0,80
topk,32768,18,984,0.9875,80
topk,32768,18,1312,1.0,80
threshold,32768,18,1968,1.0,80
threshold,32768,18,2132,1.0,80
threshold,32768,18,2460,1.0,80
threshold,32768,18,3116,1.0,80
topk,32768,18,3444,1.0,80
topk,32768,18,3608,1.0,80
topk,32768,18,3772,1.0,80
threshold,32768,18,3936,1.0,80
threshold,32768,18,4264,1.0,80
topk,32768,18,4592,1.0,80
threshold,32768,18,7216,1.0,80
threshold,32768,18,7380,1.0,80
threshold,32768,18,7872,1.0,80
threshold,65536,18,492,0.0,80
topk,65536,18,492,0.025,80
threshold,65536,18,656,0.0,80
topk,65536,18,656,0.5375,80
threshold,65536,18,1804,1.0,80
topk,65536,18,1804,1.0,80
threshold,65536,18,2296,1.0,80
topk,65536,18,2296,1.0,80
threshold,65536,18,3280,1.0,80
topk,65536,18,3280,1.0,80
threshold,65536,18,4100,1.0,80
topk,65536,18,4100,1.0,80
threshold,65536,18,4756,1.0,80
topk,65536,18,4756,1.0,80
threshold,65536,18,7052,1.0,80
topk,65536,18,7052,1.0,80
topk,131072,18,1476,1.0,80
threshold,131072,18,1968,1.0,80
threshold,131072,18,2132,1.0,80
threshold,131072,18,2460,1.0,80
topk,131072,18,2624,1.0,80
threshold,131072,18,3116,1.0,80
threshold,131072,18,3936,1.0,80
threshold,131072,18,4264,1.0,80
topk,131072,18,4920,1.0,80
topk,131072,18,5412,1.0,80
topk,131072,18,6232,1.0,80
topk,131072,18,6888,1.0,80
threshold,131072,18,7216,1.0,80
threshold,131072,18,7380,1.0,80
topk,131072,18,7544,1.0,80
topk,131072,18,7708,1.0,80
threshold,131072,18,7872,1.0,80
topk,262144,18,164,0.0,80
topk,262144,18,328,0.0,80
topk,262144,18,1148,1.0,80
threshold,262144,18,1968,1.0,80
threshold,262144,18,2132,0.9875,80
threshold,262144,18,2460,1.0,80
threshold,262144,18,3116,1.0,80
threshold,262144,18,3936,1.0,80
threshold,262144,18,4264,1.0,80
topk,262144,18,6724,1.0,80
threshold,262144,18,7216,1.0,80
threshold,262144,18,7380,1.0,80
threshold,262144,18,7872,1.0,80
topk,1048576,52,492,0.0,80
topk,1048576,52,656,0.0,80
threshold,1048576,52,1476,0.0,80
topk,1048576,52,1804,0.0,80
topk,1048576,52,2296,0.1875,80
threshold,1048576,52,2624,0.0,80
topk,1048576,52,3280,0.925,80
topk,1048576,52,4100,1.0,80
topk,1048576,52,4756,1.0,80
threshold,1048576,52,4920,0.6375,80
threshold,1048576,52,5412,0.825,80
threshold,1048576,52,6232,0.975,80
threshold,1048576,52,6888,1.0,80
topk,1048576,52,7052,1.0,80
threshold,1048576,52,7544,1.0,80
threshold,1048576,52,7708,1.0,80
threshold,256,54,1476,0.3625,80
topk,256,54,1640,0.8125,80
threshold,256,54,2624,0.9125,80
threshold,256,54,4920,1.0,80
threshold,256,54,5412,1.0,80
threshold,256,54,6232,1.0,80
threshold,256,54,6888,1.0,80
threshold,256,54,7544,1.0,80
threshold,256,54,7708,1.0,80
topk,256,54,8036,1.0,80
threshold,512,54,984,0.0,80
threshold,512,54,1312,0.0,80
topk,512,54,1640,0.7375,80
threshold,512,54,3444,0.9625,80
threshold,512,54,3608,0.975,80
threshold,512,54,3772,0.9875,80
threshold,512,54,4592,1.0,80
topk,512,54,8036,1.0,80
topk,1024,54,492,0.0,80
topk,1024,54,656,0.0,80
threshold,1024,54,1476,0.0125,80
topk,1024,54,1804,0.65,80
topk,1024,54,2296,0.9625,80
threshold,1024,54,2624,0.6875,80
topk,1024,54,3280,1.0,80
topk,1024,54,4100,1.0,80
topk,1024,54,4756,1.0,80
threshold,1024,54,4920,1.0,80
threshold,1024,54,5412,1.0,80
threshold,1024,54,6232,1.0,80
threshold,1024,54,6888,1.0,80
topk,1024,54,7052,1.0,80
threshold,1024,54,7544,1.0,80
threshold,1024,54,7708,1.0,80
threshold,2048,54,164,0.0,80
threshold,2048,54,328,0.0,80
threshold,2048,54,1148,0.0,80
topk,2048,54,1968,0.7625,80
topk,2048,54,2132,0.875,80
topk,2048,54,2460,0.9625,80
topk,2048,54,3116,1.0,80
topk,2048,54,3936,1.0,80
topk,2048,54,4264,1.0,80
threshold,2048,54,6724,1.0,80
topk,2048,54,7216,1.0,80
topk,2048,54,7380,1.0,80
topk,2048,54,7872,1.0,80
topk,4096,54,492,0.0,80
topk,4096,54,656,0.0,80
threshold,4096,54,1640,0.0,80
topk,4096,54,1804,0.4,80
topk,4096,54,2296,0.8875,80
topk,4096,54,3280,1.0,80
topk,4096,54,4100,1.0,80
topk,4096,54,4756,1.0,80
topk,4096,54,7052,1.0,80
threshold,4096,54,8036,1.0,80
threshold,8192,54,820,0.0,80
topk,8192,54,1968,0.475,80
topk,8192,54,2132,0.6875,80
topk,8192,54,2460,0.8625,80
threshold,8192,54,2788,0.1875,80
topk,8192,54,3116,0.9875,80
topk,8192,54,3936,1.0,80
topk,8192,54,4264,1.0,80
threshold,8192,54,5904,1.0,80
threshold,8192,54,6560,1.0,80
topk,8192,54,7216,1.0,80
topk,8192,54,7380,1.0,80
topk,8192,54,7872,1.0,80
topk,16384,54,492,0.0,80
topk,16384,54,656,0.0,80
topk,16384,54,1804,0.1875,80
threshold,16384,54,1968,0.0,80
threshold,16384,54,2132,0.0,80
topk,16384,54,2296,0.7,80
threshold,16384,54,2460,0.0,80
threshold,16384,54,3116,0.225,80
topk,16384,54,3280,1.0,80
threshold,16384,54,3936,0.8375,80
topk,16384,54,4100,1.0,80
threshold,16384,54,4264,0.9625,80
topk,16384,54,4756,1.0,80
topk,16384,54,7052,1.0,80
threshold,16384,54,7216,1.0,80
threshold,16384,54,7380,1.0,80
threshold,16384,54,7872,1.0,80
topk,32768,54,164,0.0,80
topk,32768,54,328,0.0,80
threshold,32768,54,820,0.0,80
topk,32768,54,1148,0.0,80
threshold,32768,54,2788,0.0,80
threshold,32768,54,5904,1.0,80
threshold,32768,54,6560,1.0,80
topk,32768,54,6724,1.0,80
threshold,65536,54,820,0.0,80
topk,65536,54,1968,0.2,80
topk,65536,54,2132,0.275,80
topk,65536,54,2460,0.65,80
threshold,65536,54,2788,0.0,80
topk,65536,54,3116,0.9125,80
topk,65536,54,3936,1.0,80
topk,65536,54,4264,1.0,80
threshold,65536,54,5904,1.0,80
threshold,65536,54,6560,1.0,80
topk,65536,54,7216,1.0,80
topk,65536,54,7380,1.0,80
topk,65536,54,7872,1.0,80
threshold,524288,18,820,0.0,80
topk,524288,18,820,0.75,80
threshold,524288,18,2788,1.0,80
topk,524288,18,2788,1.0,80
threshold,524288,18,5904,1.0,80
topk,524288,18,5904,1.0,80
threshold,524288,18,6560,1.0,80
topk,524288,18,6560,1.0,80
topk,131072,54,820,0.0,80
threshold,131072,54,1476,0.0,80
threshold,131072,54,2624,0.0,80
topk,131072,54,2788,0.8125,80
threshold,131072,54,4920,0.9125,80
threshold,131072,54,5412,0.975,80
topk,131072,54,5904,1.0,80
threshold,131072,54,6232,1.0,80
topk,131072,54,6560,1.0,80
threshold,131072,54,6888,1.0,80
threshold,131072,54,7544,1.0,80
threshold,131072,54,7708,1.0,80
threshold,262144,54,1640,0.0,80
topk,262144,54,1640,0.0,80
threshold,262144,54,8036,1.0,80
topk,262144,54,8036,1.0,80
topk,524288,54,1476,0.0,80
threshold,524288,54,1968,0.0,80
threshold,524288,54,2132,0.0,80
threshold,524288,54,2460,0.0,80
topk,524288,54,2624,0.4625,80
threshold,524288,54,3116,0.0,80
threshold,524288,54,3936,0.0,80
threshold,524288,54,4264,0.125,80
topk,524288,54,4920,1.0,80
topk,524288,54,5412,1.0,80
topk,524288,54,6232,1.0,80
topk,524288,54,6888,1.0,80
threshold,524288,54,7216,1.0,80
threshold,524288,54,7380,1.0,80
topk,524288,54,7544,1.0,80
topk,524288,54,7708,1.0,80
threshold,524288,54,7872,1.0,80
threshold,1048576,18,492,0.0,80
threshold,1048576,18,656,0.0,80
threshold,1048576,18,1804,0.8,80
threshold,1048576,18,2296,1.0,80
topk,1048576,18,2952,1.0,80
threshold,1048576,18,3280,1.0,80
threshold,1048576,18,4100,1.0,80
topk,1048576,18,4428,1.0,80
threshold,1048576,18,4756,1.0,80
topk,1048576,18,5084,1.0,80
topk,1048576,18,5248,1.0,80
topk,1048576,18,5576,1.0,80
topk,1048576,18,5740,1.0,80
topk,1048576,18,6068,1.0,80
topk,1048576,18,6396,1.0,80
threshold,1048576,18,7052,1.0,80
topk,256,20,1968,1.0,80
topk,256,20,2132,1.0,80
topk,256,20,2460,1.0,80
threshold,256,20,2952,1.0,80
topk,256,20,3116,1.0,80
topk,256,20,3936,1.0,80
topk,256,20,4264,1.0,80
threshold,256,20,4428,1.0,80
threshold,256,20,5084,1.0,80
threshold,256,20,5248,1.0,80
threshold,256,20,5576,1.0,80
threshold,256,20,5740,1.0,80
threshold,256,20,6068,1.0,80
threshold,256,20,6396,1.0,80
topk,256,20,7216,1.0,80
topk,256,20,7380,1.0,80
topk,256,20,7872,1.0,80
threshold,512,20,492,0.0,80
threshold,512,20,656,0.3375,80
topk,512,20,984,1.0,80
topk,512,20,1312,1.0,80
threshold,512,20,1804,1.0,80
threshold,512,20,2296,1.0,80
threshold,512,20,3280,1.0,80
topk,512,20,3444,1.0,80
topk,512,20,3608,1.0,80
topk,512,20,3772,1.0,80
threshold,512,20,4100,1.0,80
topk,512,20,4592,1.0,80
threshold,512,20,4756,1.0,80
threshold,512,20,7052,1.0,80
threshold,1024,20,820,0.6,80
topk,1024,20,984,1.0,80
topk,1024,20,1312,1.0,80
threshold,1024,20,2788,1.0,80
topk,1024,20,3444,1.0,80
topk,1024,20,3608,1.0,80
topk,1024,20,3772,1.0,80
topk,1024,20,4592,1.0,80
threshold,1024,20,5904,1.0,80
threshold,1024,20,6560,1.0,80
threshold,2048,20,820,0.3375,80
topk,2048,20,820,0.9875,80
threshold,2048,20,2788,1.0,80
topk,2048,20,2788,1.0,80
threshold,2048,20,5904,1.0,80
topk,2048,20,5904,1.0,80
threshold,2048,20,6560,1.0,80
topk,2048,20,6560,1.0,80
threshold,4096,20,492,0.0,80
threshold,4096,20,656,0.0,80
topk,4096,20,1640,1.0,80
threshold,4096,20,1804,1.0,80
threshold,4096,20,2296,1.0,80
threshold,4096,20,3280,1.0,80
threshold,4096,20,4100,1.0,80
threshold,4096,20,4756,1.0,80
threshold,4096,20,7052,1.0,80
topk,4096,20,8036,1.0,80
threshold,8192,20,984,0.175,80
threshold,8192,20,1312,0.7625,80
topk,8192,20,1968,1.0,80
topk,8192,20,2132,1.0,80
topk,8192,20,2460,1.0,80
topk,8192,20,3116,1.0,80
threshold,8192,20,3444,1.0,80
threshold,8192,20,3608,1.0,80
threshold,8192,20,3772,1.0,80
topk,8192,20,3936,1.0,80
topk,8192,20,4264,1.0,80
threshold,8192,20,4592,1.0,80
topk,8192,20,7216,1.0,80
topk,8192,20,7380,1.0,80
topk,8192,20,7872,1.0,80
threshold,16384,20,1476,0.8375,80
topk,16384,20,1640,1.0,80
threshold,16384,20,2624,1.0,80
threshold,16384,20,4920,1.0,80
threshold,16384,20,5412,1.0,80
threshold,16384,20,6232,1.0,80
threshold,16384,20,6888,1.0,80
threshold,16384,20,7544,1.0,80
threshold,16384,20,7708,1.0,80
topk,16384,20,8036,1.0,80
topk,32768,20,820,0.825,80
threshold,32768,20,1476,0.75,80
threshold,32768,20,2624,1.0,80
topk,32768,20,2788,1.0,80
threshold,32768,20,4920,1.0,80
threshold,32768,20,5412,1.0,80
topk,32768,20,5904,1.0,80
threshold,32768,20,6232,1.0,80
topk,32768,20,6560,1.0,80
threshold,32768,20,6888,1.0,80
threshold,32768,20,7544,1.0,80
threshold,32768,20,7708,1.0,80
threshold,65536,20,984,0.0,80
threshold,65536,20,1312,0.175,80
topk,65536,20,1640,1.0,80
threshold,65536,20,3444,1.0,80
threshold,65536,20,3608,1.0,80
threshold,65536,20,3772,1.0,80
threshold,65536,20,4592,1.0,80
topk,65536,20,8036,1.0,80
topk,131072,20,984,0.9,80
topk,131072,20,1312,1.0,80
threshold,131072,20,1640,0.675,80
topk,131072,20,3444,1.0,80
topk,131072,20,3608,1.0,80
topk,131072,20,3772,1.0,80
topk,131072,20,4592,1.0,80
threshold,131072,20,8036,1.0,80
topk,262144,20,820,0.5375,80
threshold,262144,20,1640,0.4625,80
topk,262144,20,2788,1.0,80
topk,262144,20,5904,1.0,80
topk,262144,20,6560,1.0,80
threshold,262144,20,8036,1.0,80
topk,1048576,54,492,0.0,80
topk,1048576,54,656,0.0,80
threshold,1048576,54,820,0.0,80
topk,1048576,54,1804,0.0,80
topk,1048576,54,2296,0.1125,80
threshold,1048576,54,2788,0.0,80
topk,1048576,54,3280,0.8875,80
topk,1048576,54,4100,1.0,80
topk,1048576,54,4756,1.0,80
threshold,1048576,54,5904,0.875,80
threshold,1048576,54,6560,0.9625,80
topk,1048576,54,7052,1.0,80
topk,256,56,1640,0.7875,80
threshold,256,56,2952,0.975,80
threshold,256,56,4428,1.0,80
threshold,256,56,5084,1.0,80
threshold,256,56,5248,1.0,80
threshold,256,56,5576,1.0,80
threshold,256,56,5740,1.0,80
threshold,256,56,6068,1.0,80
threshold,256,56,6396,1.0,80
topk,256,56,8036,1.0,80
threshold,512,56,820,0.0,80
threshold,512,56,2788,0.8625,80
topk,512,56,2952,0.9875,80
topk,512,56,4428,1.0,80
topk,512,56,5084,1.0,80
topk,512,56,5248,1.0,80
topk,512,56,5576,1.0,80
topk,512,56,5740,1.0,80
threshold,512,56,5904,1.0,80
topk,512,56,6068,1.0,80
topk,512,56,6396,1.0,80
threshold,512,56,6560,1.0,80
topk,1024,56,492,0.0,80
topk,1024,56,656,0.0,80
threshold,1024,56,1640,0.05,80
topk,1024,56,1804,0.6125,80
topk,1024,56,2296,0.9375,80
topk,1024,56,3280,1.0,80
topk,1024,56,4100,1.0,80
topk,1024,56,4756,1.0,80
topk,1024,56,7052,1.0,80
threshold,1024,56,8036,1.0,80
topk,2048,56,1476,0.1875,80
threshold,2048,56,1968,0.0375,80
threshold,2048,56,2132,0.1125,80
threshold,2048,56,2460,0.35,80
topk,2048,56,2624,0.9875,80
threshold,2048,56,3116,0.825,80
threshold,2048,56,3936,1.0,80
threshold,2048,56,4264,0.9875,80
topk,2048,56,4920,1.0,80
topk,2048,56,5412,1.0,80
topk,2048,56,6232,1.0,80
topk,2048,56,6888,1.0,80
threshold,2048,56,7216,1.0,80
threshold,2048,56,7380,1.0,80
topk,2048,56,7544,1.0,80
topk,2048,56,7708,1.0,80
threshold,2048,56,7872,1.0,80
threshold,4096,56,1476,0.0,80
topk,4096,56,1640,0.25,80
threshold,4096,56,2624,0.25,80
threshold,4096,56,4920,0.9875,80
threshold,4096,56,5412,1.0,80
threshold,4096,56,6232,1.0,80
threshold,4096,56,6888,1.0,80
threshold,4096,56,7544,1.0,80
threshold,4096,56,7708,1.0,80
topk,4096,56,8036,1.0,80
threshold,8192,56,820,0.0,80
topk,8192,56,820,0.0,80
threshold,8192,56,2788,0.1375,80
topk,8192,56,2788,0.9375,80
threshold,8192,56,5904,1.0,80
topk,8192,56,5904,1.0,80
threshold,8192,56,6560,1.0,80
topk,8192,56,6560,1.0,80
threshold,16384,56,1640,0.0,80
topk,16384,56,1640,0.05,80
threshold,16384,56,8036,1.0,80
topk,16384,56,8036,1.0,80
topk,32768,56,984,0.0,80
topk,32768,56,1312,0.0,80
threshold,32768,56,1968,0.0,80
threshold,32768,56,2132,0.0,80
threshold,32768,56,2460,0.0,80
threshold,32768,56,3116,0.0375,80
topk,32768,56,3444,0.9875,80
topk,32768,56,3608,1.0,80
topk,32768,56,3772,1.0,80
threshold,32768,56,3936,0.5,80
threshold,32768,56,4264,0.75,80
topk,32768,56,4592,1.0,80
threshold,32768,56,7216,1.0,80
threshold,32768,56,7380,1.0,80
threshold,32768,56,7872,1.0,80
threshold,65536,56,984,0.0,80
threshold,65536,56,1312,0.0,80
topk,65536,56,1968,0.1,80
topk,65536,56,2132,0.4,80
topk,65536,56,2460,0.6875,80
topk,65536,56,3116,0.95,80
threshold,65536,56,3444,0.0625,80
threshold,65536,56,3608,0.175,80
threshold,65536,56,3772,0.2375,80
topk,65536,56,3936,1.0,80
topk,65536,56,4264,1.0,80
threshold,65536,56,4592,0.8125,80
topk,65536,56,7216,1.0,80
topk,65536,56,7380,1.0,80
topk,65536,56,7872,1.0,80
threshold,524288,20,820,0.0,80
threshold,524288,20,2788,1.0,80
topk,524288,20,2952,1.0,80
topk,524288,20,4428,1.0,80
topk,524288,20,5084,1.0,80
topk,524288,20,5248,1.0,80
topk,524288,20,5576,1.0,80
topk,524288,20,5740,1.0,80
threshold,524288,20,5904,1.0,80
topk,524288,20,6068,1.0,80
topk,524288,20,6396,1.0,80
threshold,524288,20,6560,1.0,80
threshold,131072,56,2952,0.0,80
topk,131072,56,2952,0.825,80
threshold,131072,56,4428,0.45,80
topk,131072,56,4428,1.0,80
threshold,131072,56,5084,0.9,80
topk,131072,56,5084,1.0,80
threshold,131072,56,5248,0.925,80
topk,131072,56,5248,1.0,80
threshold,131072,56,5576,0.9375,80
topk,131072,56,5576,1.0,80
threshold,131072,56,5740,0.9625,80
topk,131072,56,5740,1.0,80
threshold,131072,56,6068,0.9875,80
topk,131072,56,6068,1.0,80
threshold,131072,56,6396,1.0,80
topk,131072,56,6396,1.0,80
topk,262144,56,1476,0.0,80
threshold,262144,56,1640,0.0,80
topk,262144,56,2624,0.5625,80
topk,262144,56,4920,1.0,80
topk,262144,56,5412,1.0,80
topk,262144,56,6232,1.0,80
topk,262144,56,6888,1.0,80
topk,262144,56,7544,1.0,80
topk,262144,56,7708,1.0,80
threshold,262144,56,8036,1.0,80
threshold,524288,56,2952,0.0,80
topk,524288,56,2952,0.7125,80
threshold,524288,56,4428,0.1375,80
topk,524288,56,4428,1.0,80
threshold,524288,56,5084,0.5625,80
topk,524288,56,5084,1.0,80
threshold,524288,56,5248,0.625,80
topk,524288,56,5248,1.0,80
threshold,524288,56,5576,0.9,80
topk,524288,56,5576,1.0,80
threshold,524288,56,5740,0.9125,80
topk,524288,56,5740,1.0,80
threshold,524288,56,6068,0.9625,80
topk,524288,56,6068,1.0,80
threshold,524288,56,6396,0.9875,80
topk,524288,56,6396,1.0,80
threshold,1048576,20,492,0.0,80
threshold,1048576,20,656,0.0,80
threshold,1048576,20,1804,0.35,80
topk,1048576,20,1968,1.0,80
topk,1048576,20,2132,1.0,80
threshold,1048576,20,2296,0.925,80
topk,1048576,20,2460,1.0,80
topk,1048576,20,3116,1.0,80
threshold,1048576,20,3280,1.0,80
topk,1048576,20,3936,1.0,80
threshold,1048576,20,4100,1.0,80
topk,1048576,20,4264,1.0,80
threshold,1048576,20,4756,1.0,80
threshold,1048576,20,7052,1.0,80
topk,1048576,20,7216,1.0,80
topk,1048576,20,7380,1.0,80
topk,1048576,20,7872,1.0,80
topk,256,22,820,0.9875,80
topk,256,22,2788,1.0,80
threshold,256,22,2952,1.0,80
threshold,256,22,4428,1.0,80
threshold,256,22,5084,1.0,80
threshold,256,22,5248,1.0,80
threshold,256,22,5576,1.0,80
threshold,256,22,5740,1.0,80
topk,256,22,5904,1.0,80
threshold,256,22,6068,1.0,80
threshold,256,22,6396,1.0,80
topk,256,22,6560,1.0,80
threshold,512,22,164,0.0,80
threshold,512,22,328,0.0,80
threshold,512,22,1148,0.9,80
topk,512,22,1476,1.0,80
topk,512,22,2624,1.0,80
topk,512,22,4920,1.0,80
topk,512,22,5412,1.0,80
topk,512,22,6232,1.0,80
threshold,512,22,6724,1.0,80
topk,512,22,6888,1.0,80
topk,512,22,7544,1.0,80
topk,512,22,7708,1.0,80
threshold,1024,22,820,0.275,80
topk,1024,22,1968,1.0,80
topk,1024,22,2132,1.0,80
topk,1024,22,2460,1.0,80
threshold,1024,22,2788,1.0,80
topk,1024,22,3116,1.0,80
topk,1024,22,3936,1.0,80
topk,1024,22,4264,1.0,80
threshold,1024,22,5904,1.0,80
threshold,1024,22,6560,1.0,80
topk,1024,22,7216,1.0,80
topk,1024,22,7380,1.0,80
topk,1024,22,7872,1.0,80
topk,2048,22,164,0.0,80
topk,2048,22,328,0.0,80
topk,2048,22,1148,1.0,80
threshold,2048,22,1968,1.0,80
threshold,2048,22,2132,1.0,80
threshold,2048,22,2460,1.0,80
threshold,2048,22,3116,1.0,80
threshold,2048,22,3936,1.0,80
threshold,2048,22,4264,1.0,80
topk,2048,22,6724,1.0,80
threshold,2048,22,7216,1.0,80
threshold,2048,22,7380,1.0,80
threshold,2048,22,7872,1.0,80
threshold,4096,22,492,0.0,80
threshold,4096,22,656,0.0,80
topk,4096,22,820,0.85,80
threshold,4096,22,1804,0.975,80
threshold,4096,22,2296,1.0,80
topk,4096,22,2788,1.0,80
threshold,4096,22,3280,1.0,80
threshold,4096,22,4100,1.0,80
threshold,4096,22,4756,1.0,80
topk,4096,22,5904,1.0,80
topk,4096,22,6560,1.0,80
threshold,4096,22,7052,1.0,80
threshold,8192,22,984,0.0125,80
threshold,8192,22,1312,0.6375,80
topk,8192,22,2952,1.0,80
threshold,8192,22,3444,1.0,80
